Order_ID,Order_Date,Region,Category,Product_Name,Customer_Segment,Sales,Profit,Quantity
1364,2025-08-27,North,Office Supplies,Notebook,Corporate,411.67,68.0,3
1365,2024-11-16,North,Office Supplies,Binder,Corporate,186.56,9.86,1
1366,2025-10-27,East,Furniture,Bookshelf,Home Office,833.77,161.72,9
1367,2024-07-17,North,Technology,Keyboard,Corporate,1182.48,155.5,9
1368,2024-12-19,North,Technology,Printer,Corporate,1548.13,271.43,7
1369,2024-03-11,South,Furniture,Office Chair,Consumer,1068.91,288.27,1
1370,2025-02-13,North,Furniture,Conference Table,Corporate,265.42,41.51,2
1371,2024-08-01,West,Office Supplies,Envelope,Corporate,627.8,75.39,9
1372,2025-10-26,East,Office Supplies,Pen Set,Consumer,590.67,190.85,9
1373,2025-01-12,North,Furniture,Conference Table,Consumer,263.46,44.13,4
1374,2025-06-02,East,Office Supplies,Paper,Corporate,475.6,159.32,5
1375,2024-12-09,East,Office Supplies,Notebook,Corporate,224.35,39.32,8
1376,2023-06-13,South,Furniture,Desk,Home Office,1774.19,408.49,2
1377,2024-09-14,West,Technology,Monitor,Home Office,375.72,130.51,8
1378,2024-07-27,East,Furniture,Desk,Consumer,1888.33,462.44,5
1379,2025-08-01,West,Furniture,Conference Table,Corporate,1669.75,143.77,2
1380,2024-03-02,East,Furniture,Bookshelf,Consumer,798.98,48.75,3
1381,2025-02-25,North,Furniture,Cabinet,Home Office,1661.1,482.1,6
1382,2023-05-24,West,Furniture,Office Chair,Consumer,1939.75,611.28,3
1383,2024-07-17,South,Furniture,Office Chair,Corporate,1214.68,252.06,3
1384,2025-02-05,North,Office Supplies,Notebook,Home Office,1528.57,395.6,8
1385,2023-04-05,South,Office Supplies,Notebook,Corporate,1800.0,340.23,8
1386,2025-02-15,North,Technology,Monitor,Home Office,1508.35,91.19,4
1387,2025-11-09,North,Office Supplies,Binder,Home Office,1181.17,91.48,9
1388,2025-07-14,East,Office Supplies,Stapler,Consumer,812.78,107.2,9
1389,2025-10-22,North,Furniture,Desk,Consumer,136.53,41.73,9
1390,2023-12-31,West,Office Supplies,Binder,Corporate,691.65,227.88,2
1391,2025-05-07,East,Furniture,Conference Table,Corporate,846.48,136.97,8
1392,2025-06-19,South,Furniture,Cabinet,Home Office,1406.64,90.92,2
1393,2025-03-23,South,Technology,Keyboard,Corporate,208.04,24.14,5
1394,2024-11-07,East,Furniture,Office Chair,Home Office,1983.38,135.77,3
1395,2023-12-21,South,Technology,Tablet,Consumer,1658.13,255.92,2
1396,2025-04-02,South,Office Supplies,Notebook,Consumer,1110.37,343.49,1
1397,2025-02-22,East,Furniture,Conference Table,Consumer,1763.33,510.0,8
1398,2025-03-20,West,Furniture,Cabinet,Corporate,528.31,51.35,9
1399,2025-04-01,South,Furniture,Office Chair,Corporate,701.32,85.29,5
1400,2024-11-14,East,Technology,Monitor,Consumer,1376.27,324.23,6
1401,2023-01-28,East,Technology,Mouse,Corporate,418.98,131.77,9
1402,2023-09-27,South,Furniture,Conference Table,Home Office,107.03,31.87,5
1403,2024-10-01,South,Furniture,Office Chair,Consumer,1499.84,147.33,4
1404,2025-09-11,East,Furniture,Bookshelf,Corporate,1134.55,314.26,7
1405,2024-07-05,North,Furniture,Office Chair,Corporate,426.61,32.09,1
1406,2024-04-28,North,Office Supplies,Pen Set,Corporate,1141.7,96.76,2
1407,2023-07-30,North,Furniture,Bookshelf,Home Office,1286.31,272.69,3
1408,2023-09-15,East,Technology,Mouse,Consumer,300.48,40.57,7
1409,2025-05-04,South,Office Supplies,Binder,Home Office,1105.47,374.64,5
1410,2025-01-14,East,Office Supplies,Stapler,Corporate,249.89,82.76,4
1411,2025-10-22,North,Furniture,Bookshelf,Consumer,182.28,25.57,1
1412,2025-09-09,West,Furniture,Conference Table,Consumer,1553.42,407.88,6
1413,2025-03-01,South,Office Supplies,Stapler,Consumer,724.47,171.17,2
1414,2023-03-31,North,Furniture,Desk,Consumer,1749.5,598.41,4
1415,2024-06-13,West,Technology,Monitor,Home Office,1312.77,299.73,7
1416,2023-04-04,South,Office Supplies,Envelope,Consumer,177.97,52.76,3
1417,2023-11-07,South,Office Supplies,Pen Set,Corporate,542.39,27.29,2
1418,2024-02-20,South,Technology,Mouse,Consumer,583.57,203.75,1
1419,2024-08-06,East,Office Supplies,Notebook,Corporate,249.28,76.35,7
1420,2023-01-29,West,Technology,Printer,Corporate,1660.55,231.67,2
1421,2023-05-18,West,Office Supplies,Pen Set,Corporate,1557.0,185.31,3
1422,2025-02-24,East,Technology,Keyboard,Home Office,1904.18,181.5,5
1423,2025-10-28,East,Furniture,Office Chair,Consumer,1823.57,560.22,4
1424,2023-06-22,North,Technology,Mouse,Consumer,825.31,109.16,3
1425,2023-12-23,West,Office Supplies,Pen Set,Consumer,658.31,96.26,6
1426,2023-12-11,North,Technology,Mouse,Consumer,498.41,56.78,1
1427,2024-01-14,South,Technology,Keyboard,Consumer,1320.75,212.06,8
1428,2025-04-15,East,Technology,Tablet,Corporate,360.53,40.06,5
1429,2023-06-29,East,Office Supplies,Stapler,Corporate,349.63,65.07,2
1430,2025-05-10,West,Office Supplies,Stapler,Consumer,1534.0,364.89,5
1431,2025-12-15,East,Technology,Tablet,Corporate,1828.08,622.01,4
1432,2024-04-27,North,Technology,Laptop,Consumer,1603.25,311.76,7
1433,2025-11-26,North,Office Supplies,Notebook,Corporate,294.11,75.19,4
1434,2025-11-24,South,Technology,Tablet,Consumer,1138.9,134.01,6
1435,2025-08-21,West,Technology,Mouse,Corporate,1184.84,154.86,8
1436,2024-02-16,South,Furniture,Conference Table,Consumer,894.83,308.99,1
1437,2025-12-14,East,Office Supplies,Binder,Corporate,72.66,5.21,2
1438,2023-09-28,East,Office Supplies,Stapler,Corporate,985.88,226.76,9
1439,2024-09-14,West,Technology,Tablet,Consumer,1727.24,490.46,8
1440,2025-04-17,West,Furniture,Conference Table,Home Office,1462.36,401.78,9
1441,2024-01-09,North,Office Supplies,Pen Set,Home Office,521.99,180.61,6
1442,2024-04-25,North,Technology,Laptop,Home Office,1255.4,327.33,8
1443,2023-06-23,South,Technology,Printer,Home Office,69.05,10.22,2
1444,2025-10-23,East,Office Supplies,Paper,Consumer,1091.77,343.65,1
1445,2024-11-16,South,Technology,Mouse,Corporate,1657.8,260.84,7
1446,2025-12-13,North,Furniture,Conference Table,Consumer,308.8,68.02,2
1447,2023-07-18,East,Office Supplies,Binder,Consumer,1651.81,103.0,1
1448,2023-02-24,South,Technology,Laptop,Corporate,1905.52,166.29,6
1449,2024-01-08,West,Office Supplies,Envelope,Consumer,1209.81,284.28,9
1450,2024-01-23,East,Furniture,Desk,Home Office,1432.67,445.98,2
1451,2024-05-25,South,Technology,Mouse,Home Office,1269.34,361.8,7
1452,2023-10-16,South,Technology,Keyboard,Consumer,1338.6,289.0,6
1453,2023-08-11,North,Office Supplies,Envelope,Consumer,1643.73,305.23,3
1454,2025-06-10,East,Technology,Printer,Home Office,129.47,12.84,2
1455,2025-11-03,West,Technology,Mouse,Home Office,167.69,20.82,9
1456,2023-06-20,East,Office Supplies,Paper,Consumer,1749.98,202.59,7
1457,2025-01-29,East,Technology,Printer,Corporate,966.86,264.23,7
1458,2025-07-29,East,Furniture,Cabinet,Consumer,895.63,56.51,2
1459,2023-08-23,South,Technology,Laptop,Home Office,90.68,22.31,5
1460,2025-01-13,South,Furniture,Desk,Home Office,1992.85,682.43,3
1461,2024-07-30,East,Furniture,Bookshelf,Consumer,208.98,35.73,6
1462,2023-01-16,South,Technology,Printer,Corporate,109.77,13.97,1
1463,2025-03-23,East,Office Supplies,Notebook,Corporate,1743.13,467.42,8
1464,2025-02-09,North,Office Supplies,Paper,Consumer,879.71,135.28,4
1465,2024-07-26,North,Office Supplies,Binder,Corporate,1034.45,220.33,3
1466,2024-10-21,North,Technology,Keyboard,Corporate,1178.42,213.98,5
1467,2023-03-15,West,Technology,Printer,Consumer,821.25,190.41,2
1468,2024-05-07,South,Furniture,Office Chair,Home Office,1596.26,393.48,3
1469,2023-03-13,East,Furniture,Desk,Corporate,1205.08,390.1,3
1470,2025-12-17,West,Technology,Laptop,Corporate,1264.78,302.87,1
1471,2025-05-07,North,Furniture,Bookshelf,Consumer,306.56,81.16,7
1472,2024-06-02,North,Office Supplies,Paper,Consumer,1283.45,207.73,2
1473,2023-03-07,West,Technology,Mouse,Home Office,402.91,123.42,9
1474,2024-08-29,West,Furniture,Cabinet,Corporate,532.1,165.6,8
1475,2024-01-11,West,Office Supplies,Binder,Consumer,1179.86,293.53,7
1476,2025-11-22,North,Technology,Monitor,Consumer,368.87,61.72,9
1477,2023-02-28,North,Office Supplies,Pen Set,Home Office,828.14,254.57,5
1478,2023-01-03,South,Furniture,Cabinet,Corporate,684.12,192.95,8
1479,2024-06-20,West,Technology,Keyboard,Corporate,823.49,99.73,3
1480,2024-05-12,North,Furniture,Cabinet,Consumer,911.95,136.12,9
1481,2025-12-17,East,Technology,Laptop,Consumer,890.23,110.94,1
1482,2024-06-13,South,Furniture,Cabinet,Consumer,542.43,85.58,9
1483,2023-11-03,West,Furniture,Conference Table,Consumer,1230.8,193.26,5
1484,2025-11-19,North,Office Supplies,Envelope,Consumer,1574.49,411.91,8
1485,2023-11-13,South,Office Supplies,Paper,Home Office,1191.44,369.92,4
1486,2024-12-20,North,Technology,Mouse,Corporate,576.01,38.67,5
1487,2025-02-10,North,Furniture,Cabinet,Home Office,1876.38,115.97,7
1488,2023-03-19,East,Furniture,Bookshelf,Consumer,488.17,50.77,5
1489,2025-09-02,South,Office Supplies,Binder,Corporate,251.45,56.68,4
1490,2024-07-08,East,Technology,Printer,Corporate,1973.93,670.22,2
1491,2024-04-14,South,Furniture,Conference Table,Home Office,680.1,232.55,7
1492,2024-08-01,East,Office Supplies,Binder,Consumer,936.74,191.73,2
1493,2025-04-30,South,Technology,Laptop,Corporate,718.17,150.58,7
1494,2023-04-18,South,Furniture,Desk,Home Office,108.45,15.44,2
1495,2025-12-21,East,Furniture,Desk,Corporate,443.61,111.8,2
1496,2023-05-18,South,Technology,Monitor,Consumer,417.28,112.35,6
1497,2024-05-27,East,Office Supplies,Pen Set,Consumer,1742.88,179.77,2
1498,2024-03-22,West,Office Supplies,Pen Set,Consumer,1340.18,460.47,2
1499,2024-11-28,South,Office Supplies,Paper,Corporate,526.09,157.44,8
1500,2023-11-18,West,Office Supplies,Pen Set,Consumer,1548.61,129.98,9
1501,2024-06-17,West,Office Supplies,Pen Set,Home Office,1394.58,352.76,3
1502,2023-04-07,South,Technology,Laptop,Corporate,1884.71,561.74,5
1503,2023-09-02,South,Technology,Keyboard,Home Office,1175.51,181.7,2
1504,2025-05-03,West,Office Supplies,Envelope,Home Office,1998.86,128.85,9
1505,2024-05-08,East,Office Supplies,Binder,Consumer,1739.56,605.37,9
1506,2024-10-28,East,Furniture,Conference Table,Consumer,226.44,30.93,4
1507,2023-11-21,South,Office Supplies,Pen Set,Consumer,1318.5,368.6,4
1508,2023-06-15,East,Office Supplies,Pen Set,Corporate,1351.81,395.21,2
1509,2025-12-23,East,Office Supplies,Pen Set,Consumer,1761.89,255.75,1
1510,2025-06-21,East,Office Supplies,Stapler,Corporate,284.41,60.68,9
1511,2024-02-09,South,Technology,Monitor,Corporate,690.34,165.03,7
1512,2023-05-13,North,Furniture,Bookshelf,Home Office,1148.71,188.53,9
1513,2025-09-29,West,Technology,Mouse,Corporate,1213.15,259.26,3
1514,2025-07-04,South,Office Supplies,Stapler,Corporate,493.18,35.49,3
1515,2024-02-27,North,Furniture,Bookshelf,Home Office,378.47,91.88,2
1516,2023-06-06,North,Technology,Tablet,Consumer,953.81,156.36,8
1517,2025-02-16,South,Technology,Monitor,Corporate,1062.21,205.81,5
1518,2023-12-02,South,Furniture,Cabinet,Home Office,1636.84,135.33,5
1519,2024-03-29,North,Technology,Laptop,Home Office,827.7,185.45,4
1520,2025-06-03,South,Office Supplies,Binder,Corporate,1235.41,345.25,6
1521,2025-07-21,South,Office Supplies,Envelope,Home Office,1506.41,398.67,5
1522,2023-10-29,West,Furniture,Office Chair,Corporate,431.77,22.57,5
1523,2025-11-19,South,Office Supplies,Paper,Corporate,1801.16,221.62,3
1524,2025-04-27,South,Furniture,Desk,Consumer,167.52,55.34,6
1525,2024-06-24,South,Office Supplies,Pen Set,Corporate,429.39,42.9,4
1526,2024-07-10,North,Office Supplies,Paper,Corporate,550.71,74.6,3
1527,2024-12-01,South,Technology,Monitor,Corporate,1182.82,90.94,2
1528,2025-02-20,North,Office Supplies,Envelope,Corporate,829.82,284.64,9
1529,2024-12-01,West,Technology,Mouse,Corporate,1068.84,92.95,7
1530,2023-07-28,South,Furniture,Office Chair,Home Office,1074.07,282.17,8
1531,2025-08-03,East,Furniture,Cabinet,Corporate,1597.14,168.61,8
1532,2023-09-02,West,Office Supplies,Stapler,Consumer,1927.71,376.03,7
1533,2025-12-09,East,Office Supplies,Binder,Home Office,1640.71,265.88,7
1534,2023-10-17,North,Technology,Keyboard,Home Office,1294.07,264.71,9
1535,2024-08-13,South,Office Supplies,Notebook,Corporate,1597.8,389.83,8
1536,2023-02-03,East,Technology,Printer,Home Office,851.51,257.12,8
1537,2023-12-08,South,Office Supplies,Notebook,Corporate,1551.39,336.64,5
1538,2024-05-23,East,Furniture,Bookshelf,Consumer,639.02,172.27,4
1539,2023-04-11,North,Office Supplies,Paper,Home Office,876.29,219.3,2
1540,2023-11-08,West,Furniture,Conference Table,Consumer,1544.98,146.64,7
1541,2024-01-17,South,Office Supplies,Paper,Corporate,1193.89,119.87,3
1542,2024-07-10,West,Technology,Tablet,Home Office,1745.06,334.82,5
1543,2024-03-01,East,Furniture,Cabinet,Consumer,236.64,13.51,3
1544,2024-05-21,North,Furniture,Cabinet,Home Office,1233.83,264.05,9
1545,2023-07-30,South,Furniture,Cabinet,Consumer,812.27,185.48,9
1546,2024-06-04,South,Technology,Tablet,Home Office,1976.18,179.7,5
1547,2024-01-06,North,Technology,Printer,Home Office,1367.89,250.07,7
1548,2023-08-25,North,Furniture,Desk,Home Office,1462.81,80.08,8
1549,2025-08-26,South,Office Supplies,Notebook,Corporate,300.37,24.4,6
1550,2024-05-18,North,Technology,Laptop,Corporate,1177.85,155.77,4
1551,2024-12-03,North,Technology,Keyboard,Home Office,217.03,69.07,3
1552,2025-01-23,East,Technology,Keyboard,Home Office,832.32,133.24,6
1553,2025-12-08,South,Furniture,Conference Table,Home Office,742.24,52.57,1
1554,2024-12-26,North,Technology,Laptop,Home Office,1672.13,419.51,5
1555,2023-09-11,North,Furniture,Desk,Consumer,578.74,131.86,3
1556,2023-01-19,North,Technology,Laptop,Home Office,1089.27,160.45,3
1557,2025-09-21,West,Furniture,Cabinet,Home Office,421.13,27.67,2
1558,2024-06-10,West,Furniture,Desk,Corporate,757.74,264.18,7
1559,2025-03-21,East,Furniture,Office Chair,Consumer,957.15,65.13,4
1560,2025-03-03,East,Office Supplies,Notebook,Consumer,1925.25,463.0,9
1561,2025-06-06,North,Furniture,Office Chair,Consumer,382.43,66.1,9
1562,2025-03-16,West,Furniture,Cabinet,Consumer,1652.52,83.24,8
1563,2025-01-07,East,Furniture,Bookshelf,Corporate,1601.13,525.42,7
1564,2023-08-20,South,Technology,Mouse,Consumer,828.67,79.32,5
1565,2024-09-30,North,Technology,Tablet,Consumer,1487.5,417.36,1
1566,2024-11-06,East,Technology,Tablet,Consumer,1691.96,349.03,6
1567,2025-01-27,South,Technology,Monitor,Corporate,551.24,157.86,1
1568,2023-10-10,South,Office Supplies,Stapler,Home Office,1236.55,249.85,4
1569,2023-05-19,North,Technology,Laptop,Home Office,1432.05,87.14,1
1570,2025-03-21,North,Office Supplies,Stapler,Home Office,493.35,75.24,9
1571,2023-01-13,West,Office Supplies,Paper,Home Office,220.9,73.14,9
1572,2023-04-01,South,Office Supplies,Stapler,Home Office,1043.96,310.67,7
1573,2023-08-23,East,Office Supplies,Stapler,Consumer,1887.65,588.95,6
1574,2025-10-27,South,Technology,Mouse,Corporate,1842.81,366.88,6
1575,2025-04-13,East,Furniture,Desk,Consumer,1154.82,193.22,1
1576,2023-12-14,South,Technology,Keyboard,Corporate,276.91,81.75,3
1577,2024-11-29,South,Office Supplies,Pen Set,Corporate,1364.89,286.28,6
1578,2024-10-29,South,Technology,Keyboard,Consumer,325.49,36.97,9
1579,2023-02-21,East,Office Supplies,Paper,Consumer,678.93,38.61,2
1580,2024-01-22,North,Furniture,Desk,Corporate,486.05,163.89,2
1581,2024-11-02,East,Technology,Laptop,Corporate,1299.9,385.74,9
1582,2025-04-29,North,Office Supplies,Pen Set,Consumer,984.74,141.92,1
1583,2023-06-09,West,Furniture,Desk,Consumer,1232.19,344.33,4
1584,2023-12-24,North,Furniture,Office Chair,Corporate,1030.0,174.69,9
1585,2025-05-28,East,Furniture,Conference Table,Corporate,1349.3,116.75,5
1586,2025-07-18,East,Office Supplies,Paper,Corporate,100.33,9.08,4
1587,2025-01-10,South,Office Supplies,Paper,Consumer,205.93,58.28,4
1588,2024-12-31,East,Technology,Keyboard,Corporate,907.05,74.11,6
1589,2023-11-06,East,Technology,Tablet,Corporate,50.65,2.8,2
1590,2025-08-20,South,Technology,Printer,Home Office,1317.89,126.0,3
1591,2023-02-09,North,Furniture,Bookshelf,Consumer,1150.66,123.74,9
1592,2023-04-09,West,Furniture,Conference Table,Home Office,163.42,56.95,8
1593,2024-07-01,West,Technology,Monitor,Corporate,629.84,112.81,9
1594,2023-11-05,North,Furniture,Cabinet,Corporate,327.39,28.29,3
1595,2024-10-05,East,Office Supplies,Notebook,Consumer,396.64,102.13,1
1596,2023-09-01,West,Furniture,Conference Table,Home Office,1043.37,364.15,1
1597,2025-04-03,South,Office Supplies,Paper,Home Office,503.66,58.55,4
1598,2025-11-25,East,Technology,Mouse,Corporate,1328.66,404.45,2
1599,2023-11-23,East,Office Supplies,Pen Set,Corporate,304.89,96.34,3
1600,2024-07-02,West,Technology,Mouse,Home Office,767.13,133.66,7
1601,2023-10-10,North,Furniture,Bookshelf,Home Office,1480.55,415.73,7
1602,2025-09-10,South,Furniture,Office Chair,Consumer,861.5,167.48,6
1603,2024-02-07,West,Furniture,Cabinet,Consumer,1591.16,357.45,7
1604,2025-10-02,East,Technology,Monitor,Home Office,317.36,66.83,1
1605,2025-12-12,East,Furniture,Bookshelf,Corporate,680.83,204.45,5
1606,2023-08-25,South,Office Supplies,Notebook,Corporate,437.77,30.37,4
1607,2024-03-01,East,Technology,Monitor,Corporate,774.25,100.46,5
1608,2025-05-31,West,Office Supplies,Pen Set,Consumer,1696.5,134.74,4
1609,2025-02-26,North,Office Supplies,Envelope,Consumer,1736.09,213.61,2
1610,2025-07-07,North,Office Supplies,Binder,Home Office,978.24,159.22,4
1611,2025-02-28,South,Technology,Printer,Corporate,1726.15,289.51,1
1612,2024-10-03,North,Technology,Mouse,Corporate,1912.9,547.23,9
1613,2025-11-09,West,Furniture,Cabinet,Corporate,1888.52,552.7,1
1614,2025-12-05,East,Office Supplies,Pen Set,Home Office,1689.7,103.96,8
1615,2023-01-15,North,Furniture,Office Chair,Corporate,949.88,229.07,2
1616,2025-05-15,North,Technology,Tablet,Corporate,803.38,148.66,1
1617,2023-01-15,North,Technology,Monitor,Home Office,1247.17,87.3,8
1618,2023-01-09,North,Technology,Keyboard,Corporate,1770.8,144.69,1
1619,2025-09-05,North,Furniture,Cabinet,Consumer,914.38,58.84,8
1620,2023-07-30,South,Office Supplies,Pen Set,Consumer,215.34,57.04,3
1621,2023-09-20,East,Technology,Tablet,Consumer,188.95,10.13,5
1622,2024-04-17,East,Office Supplies,Pen Set,Consumer,1041.73,173.22,4
1623,2025-10-13,East,Furniture,Desk,Home Office,731.92,206.69,7
1624,2024-10-08,North,Technology,Tablet,Corporate,1578.49,246.96,5
1625,2023-07-04,South,Furniture,Bookshelf,Home Office,1121.75,335.58,8
1626,2024-10-27,East,Technology,Keyboard,Corporate,566.84,31.9,1
1627,2024-01-30,South,Technology,Keyboard,Home Office,626.12,175.79,9
1628,2023-03-20,West,Technology,Printer,Consumer,1953.18,488.7,3
1629,2025-03-15,East,Furniture,Conference Table,Consumer,286.7,67.23,9
1630,2024-06-20,North,Furniture,Conference Table,Corporate,1305.61,272.99,2
1631,2025-11-17,North,Technology,Monitor,Corporate,678.32,59.4,8
1632,2025-11-20,West,Office Supplies,Paper,Corporate,272.22,53.3,2
1633,2024-12-10,West,Furniture,Office Chair,Home Office,299.79,45.41,8
1634,2025-04-01,North,Technology,Mouse,Consumer,1217.14,95.55,8
1635,2024-03-07,West,Office Supplies,Binder,Consumer,892.55,162.28,9
1636,2025-04-08,North,Furniture,Cabinet,Home Office,369.18,48.78,4
1637,2025-08-13,South,Office Supplies,Stapler,Home Office,286.93,31.34,1
1638,2025-06-05,South,Furniture,Office Chair,Corporate,1309.33,177.77,7
1639,2025-05-12,South,Technology,Tablet,Consumer,1764.57,225.03,2
1640,2025-02-03,South,Furniture,Desk,Corporate,1290.34,150.09,8
1641,2023-11-02,East,Technology,Printer,Consumer,1508.97,327.97,7
1642,2023-02-15,North,Technology,Printer,Home Office,1329.52,137.24,6
1643,2024-10-21,South,Office Supplies,Paper,Corporate,1518.72,198.65,2
1644,2025-06-19,South,Furniture,Conference Table,Corporate,260.49,66.58,4
1645,2025-07-17,North,Office Supplies,Envelope,Consumer,1644.68,187.58,3
1646,2025-01-10,North,Furniture,Conference Table,Corporate,343.82,52.51,6
1647,2023-07-05,South,Technology,Printer,Consumer,1107.36,251.49,8
1648,2024-03-28,South,Furniture,Bookshelf,Corporate,1243.28,101.67,7
1649,2024-06-22,North,Technology,Tablet,Corporate,1393.33,434.71,9
1650,2023-01-30,East,Furniture,Bookshelf,Corporate,1534.19,150.38,8
1651,2025-04-21,North,Office Supplies,Paper,Consumer,531.02,142.28,1
1652,2023-09-13,South,Technology,Keyboard,Corporate,591.91,64.04,2
1653,2023-10-13,North,Furniture,Bookshelf,Home Office,447.87,96.98,7
1654,2023-07-06,South,Technology,Mouse,Home Office,1249.21,320.25,9
1655,2023-12-08,North,Technology,Monitor,Corporate,1130.74,58.31,6
1656,2023-10-01,West,Office Supplies,Envelope,Home Office,1673.73,89.23,9
1657,2025-06-30,North,Office Supplies,Notebook,Home Office,1918.24,307.65,3
1658,2024-04-14,North,Furniture,Desk,Home Office,1691.84,323.3,3
1659,2024-06-25,North,Technology,Keyboard,Home Office,1992.85,319.84,4
1660,2023-10-02,South,Technology,Tablet,Corporate,1458.04,460.53,3
1661,2025-10-20,South,Technology,Laptop,Home Office,318.75,79.34,6
1662,2023-02-23,South,Office Supplies,Envelope,Home Office,1406.46,71.68,6
1663,2023-08-17,South,Technology,Mouse,Corporate,375.43,39.19,4
1664,2023-02-16,South,Furniture,Desk,Consumer,834.54,260.61,3
1665,2025-02-20,West,Technology,Laptop,Home Office,176.46,39.53,7
1666,2023-06-27,East,Technology,Monitor,Home Office,1420.74,93.54,8
1667,2024-12-20,East,Technology,Mouse,Consumer,1369.11,399.09,3
1668,2023-06-04,East,Furniture,Bookshelf,Consumer,1021.6,74.7,6
1669,2024-11-27,South,Furniture,Desk,Consumer,1406.06,384.95,6
1670,2024-05-22,East,Furniture,Bookshelf,Consumer,459.19,136.63,3
1671,2023-01-26,South,Technology,Printer,Corporate,908.39,85.6,7
1672,2024-09-05,East,Technology,Mouse,Home Office,1484.24,179.23,4
1673,2025-10-09,North,Furniture,Desk,Corporate,171.96,49.94,9
1674,2023-11-27,East,Technology,Keyboard,Consumer,1869.57,453.87,1
1675,2023-10-30,North,Technology,Printer,Consumer,1293.23,257.16,6
1676,2023-01-21,West,Office Supplies,Notebook,Corporate,1982.7,543.59,7
1677,2025-01-31,North,Technology,Mouse,Corporate,1165.15,263.71,9
1678,2023-04-13,North,Office Supplies,Envelope,Home Office,1152.82,396.45,3
1679,2023-11-18,East,Office Supplies,Notebook,Home Office,101.08,5.79,6
1680,2024-02-20,East,Office Supplies,Envelope,Home Office,582.49,119.66,3
1681,2025-06-21,West,Office Supplies,Notebook,Corporate,1884.32,240.8,3
1682,2025-08-11,North,Office Supplies,Paper,Corporate,784.98,147.98,4
1683,2025-07-07,East,Furniture,Conference Table,Consumer,1615.15,302.77,5
1684,2024-09-01,North,Technology,Printer,Consumer,1426.74,341.49,7
1685,2024-11-20,South,Office Supplies,Binder,Home Office,1812.63,585.15,8
1686,2024-10-03,South,Office Supplies,Paper,Corporate,1472.54,411.8,6
1687,2024-12-28,West,Furniture,Office Chair,Corporate,489.19,43.74,9
1688,2025-11-23,East,Office Supplies,Pen Set,Home Office,1515.18,374.38,4
1689,2024-08-03,South,Office Supplies,Stapler,Corporate,76.14,10.27,6
1690,2024-01-21,West,Technology,Monitor,Corporate,560.33,69.53,8
1691,2023-08-17,North,Office Supplies,Pen Set,Corporate,1950.93,314.81,9
1692,2025-09-12,West,Office Supplies,Notebook,Corporate,1564.59,108.91,4
1693,2024-08-21,East,Furniture,Desk,Corporate,115.55,7.95,9
1694,2025-01-28,North,Technology,Laptop,Corporate,724.54,104.74,7
1695,2025-03-20,North,Furniture,Bookshelf,Consumer,218.53,26.45,8
1696,2023-05-05,East,Office Supplies,Pen Set,Consumer,1119.23,98.94,7
1697,2025-06-08,North,Technology,Keyboard,Home Office,817.22,243.83,8
1698,2024-06-21,South,Furniture,Desk,Corporate,557.31,150.05,5
1699,2023-04-21,North,Furniture,Office Chair,Home Office,550.23,135.5,5
1700,2024-09-30,South,Furniture,Desk,Home Office,1152.39,218.01,9
1701,2025-09-19,East,Furniture,Desk,Corporate,1896.72,645.28,9
1702,2025-12-18,East,Technology,Tablet,Consumer,92.97,24.73,9
1703,2023-01-04,South,Technology,Monitor,Corporate,1708.7,373.12,1
1704,2024-11-01,West,Furniture,Conference Table,Corporate,1962.01,231.95,9
1705,2025-02-28,West,Technology,Laptop,Consumer,1593.81,342.11,2
1706,2023-07-23,South,Technology,Monitor,Corporate,209.36,39.25,1
1707,2024-02-24,East,Office Supplies,Paper,Consumer,885.83,81.75,6
1708,2025-01-08,South,Office Supplies,Stapler,Home Office,1707.45,428.07,2
1709,2024-06-12,North,Office Supplies,Stapler,Corporate,1730.87,325.49,7
1710,2023-08-29,East,Technology,Printer,Home Office,1113.59,76.48,8
1711,2025-09-17,West,Technology,Laptop,Corporate,268.28,42.06,3
1712,2023-07-13,West,Technology,Monitor,Consumer,151.32,43.26,7
1713,2023-08-04,West,Technology,Printer,Home Office,1750.66,373.69,4
1714,2024-07-29,West,Technology,Monitor,Home Office,1525.67,314.01,8
1715,2023-04-24,East,Technology,Printer,Consumer,296.19,73.42,4
1716,2023-03-08,North,Technology,Monitor,Corporate,1747.63,212.58,9
1717,2025-04-01,East,Office Supplies,Pen Set,Consumer,1142.36,314.4,1
1718,2023-03-30,East,Furniture,Bookshelf,Corporate,102.98,7.16,3
1719,2025-12-07,West,Office Supplies,Envelope,Home Office,1822.98,385.76,4
1720,2024-08-14,South,Furniture,Conference Table,Consumer,1606.77,259.62,7
1721,2024-04-28,West,Furniture,Cabinet,Home Office,1653.1,271.32,3
1722,2024-10-11,West,Furniture,Cabinet,Corporate,910.09,98.91,8
1723,2023-03-10,East,Technology,Keyboard,Consumer,609.92,175.57,4
1724,2023-03-03,South,Technology,Tablet,Home Office,589.06,84.65,9
1725,2023-02-18,East,Technology,Tablet,Corporate,822.14,266.81,8
1726,2023-03-03,East,Furniture,Cabinet,Corporate,1064.37,196.14,6
1727,2024-04-05,South,Furniture,Desk,Consumer,1596.86,231.59,3
1728,2024-01-07,West,Technology,Mouse,Corporate,758.05,241.94,8
1729,2023-02-10,West,Technology,Keyboard,Consumer,1038.75,238.32,7
1730,2023-06-06,East,Furniture,Cabinet,Corporate,409.24,130.22,5
